CBSA Code,MSA_Name,Div Code,Metropolitan Division Name,FIPS,State,Component Name,Component Type
35380,"New Orleans-Metairie-Kenner, LA MSA",,,22071,LA,Orleans Parish,Parish
35380,"New Orleans-Metairie-Kenner, LA MSA",,,22075,LA,Plaquemines Parish,Parish
35380,"New Orleans-Metairie-Kenner, LA MSA",,,22087,LA,St. Bernard Parish,Parish
35380,"New Orleans-Metairie-Kenner, LA MSA",,,22089,LA,St. Charles Parish,Parish
35380,"New Orleans-Metairie-Kenner, LA MSA",,,22095,LA,St. John the Baptist Parish,Parish
35380,"New Orleans-Metairie-Kenner, LA MSA",,,22103,LA,St. Tammany Parish,Parish
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",34003,NJ,Bergen,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35084,"Newark-Union, NJ-PA Metropolitan Division",34013,NJ,Essex,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",34017,NJ,Hudson,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35084,"Newark-Union, NJ-PA Metropolitan Division",34019,NJ,Hunterdon,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",20764,"Edison-New Brunswick, NJ Metropolitan Division",34023,NJ,Middlesex,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",20764,"Edison-New Brunswick, NJ Metropolitan Division",34025,NJ,Monmouth,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35084,"Newark-Union, NJ-PA Metropolitan Division",34027,NJ,Morris,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",20764,"Edison-New Brunswick, NJ Metropolitan Division",34029,NJ,Ocean,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",34031,NJ,Passaic,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",20764,"Edison-New Brunswick, NJ Metropolitan Division",34035,NJ,Somerset,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35084,"Newark-Union, NJ-PA Metropolitan Division",34037,NJ,Sussex,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35084,"Newark-Union, NJ-PA Metropolitan Division",34039,NJ,Union,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",36005,NY,Bronx,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",36047,NY,Kings,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35004,"Nassau-Suffolk, NY Metropolitan Division",36059,NY,Nassau,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",36061,NY,New York,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",36079,NY,Putnam,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",36081,NY,Queens,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",36085,NY,Richmond,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",36087,NY,Rockland,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35004,"Nassau-Suffolk, NY Metropolitan Division",36103,NY,Suffolk,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",36119,NY,Westchester,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35084,"Newark-Union, NJ-PA Metropolitan Division",42103,PA,Pike,County
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",20764,"Edison-New Brunswick, NJ Metropolitan Division",,,,
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35004,"Nassau-Suffolk, NY Metropolitan Division",,,,
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35084,"Newark-Union, NJ-PA Metropolitan Division",,,,
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",,,,
35660,"Niles-Benton Harbor, MI MSA",,,26021,MI,Berrien,County
35840,"North Port-Bradenton-Sarasota, FL MSA",,,12081,FL,Manatee,County
35840,"North Port-Bradenton-Sarasota, FL MSA",,,12115,FL,Sarasota,County
35980,"Norwich-New London, CT MSA",,,9011,CT,New London,County
36100,"Ocala, FL MSA",,,12083,FL,Marion,County
36140,"Ocean City, NJ MSA",,,34009,NJ,Cape May,County
36220,"Odessa, TX MSA",,,48135,TX,Ector,County
36260,"Ogden-Clearfield, UT MSA",,,49011,UT,Davis,County
36260,"Ogden-Clearfield, UT MSA",,,49029,UT,Morgan,County
36260,"Ogden-Clearfield, UT MSA",,,49057,UT,Weber,County
36420,"Oklahoma City, OK MSA",,,40017,OK,Canadian,County
36420,"Oklahoma City, OK MSA",,,40027,OK,Cleveland,County
36420,"Oklahoma City, OK MSA",,,40051,OK,Grady,County
36420,"Oklahoma City, OK MSA",,,40081,OK,Lincoln,County
36420,"Oklahoma City, OK MSA",,,40083,OK,Logan,County
36420,"Oklahoma City, OK MSA",,,40087,OK,McClain,County
36420,"Oklahoma City, OK MSA",,,40109,OK,Oklahoma,County
36500,"Olympia, WA MSA",,,53067,WA,Thurston,County
36540,"Omaha-Council Bluffs, NE-IA MSA",,,19085,IA,Harrison,County
36540,"Omaha-Council Bluffs, NE-IA MSA",,,19129,IA,Mills,County
36540,"Omaha-Council Bluffs, NE-IA MSA",,,19155,IA,Pottawattamie,County
36540,"Omaha-Council Bluffs, NE-IA MSA",,,31025,NE,Cass,County
36540,"Omaha-Council Bluffs, NE-IA MSA",,,31055,NE,Douglas,County
36540,"Omaha-Council Bluffs, NE-IA MSA",,,31153,NE,Sarpy,County
36540,"Omaha-Council Bluffs, NE-IA MSA",,,31155,NE,Saunders,County
36540,"Omaha-Council Bluffs, NE-IA MSA",,,31177,NE,Washington,County
36740,"Orlando-Kissimmee-Sanford, FL MSA",,,12069,FL,Lake,County
36740,"Orlando-Kissimmee-Sanford, FL MSA",,,12095,FL,Orange,County
36740,"Orlando-Kissimmee-Sanford, FL MSA",,,12097,FL,Osceola,County
36740,"Orlando-Kissimmee-Sanford, FL MSA",,,12117,FL,Seminole,County
36780,"Oshkosh-Neenah, WI MSA",,,55139,WI,Winnebago,County
36980,"Owensboro, KY MSA",,,21059,KY,Daviess,County
36980,"Owensboro, KY MSA",,,21091,KY,Hancock,County
36980,"Owensboro, KY MSA",,,21149,KY,McLean,County
37100,"Oxnard-Thousand Oaks-Ventura, CA MSA",,,6111,CA,Ventura,County
37340,"Palm Bay-Melbourne-Titusville, FL MSA",,,12009,FL,Brevard,County
37380,"Palm Coast, FL MSA",,,12035,FL,Flagler,County
37460,"Panama City-Lynn Haven-Panama City Beach, FL MSA",,,12005,FL,Bay,County
37620,"Parkersburg-Marietta-Vienna, WV-OH MSA",,,39167,OH,Washington,County
37620,"Parkersburg-Marietta-Vienna, WV-OH MSA",,,54073,WV,Pleasants,County
37620,"Parkersburg-Marietta-Vienna, WV-OH MSA",,,54105,WV,Wirt,County
37620,"Parkersburg-Marietta-Vienna, WV-OH MSA",,,54107,WV,Wood,County
37700,"Pascagoula, MS MSA",,,28039,MS,George,County
37700,"Pascagoula, MS MSA",,,28059,MS,Jackson,County
37860,"Pensacola-Ferry Pass-Brent, FL MSA",,,12033,FL,Escambia,County
37860,"Pensacola-Ferry Pass-Brent, FL MSA",,,12113,FL,Santa Rosa,County
37900,"Peoria, IL MSA",,,17123,IL,Marshall,County
37900,"Peoria, IL MSA",,,17143,IL,Peoria,County
37900,"Peoria, IL MSA",,,17175,IL,Stark,County
37900,"Peoria, IL MSA",,,17179,IL,Tazewell,County
37900,"Peoria, IL MSA",,,17203,IL,Woodford,County
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",48864,"Wilmington, DE-MD-NJ Metropolitan Division",10003,DE,New Castle,County
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",48864,"Wilmington, DE-MD-NJ Metropolitan Division",24015,MD,Cecil,County
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",15804,"Camden, NJ Metropolitan Division",34005,NJ,Burlington,County
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",15804,"Camden, NJ Metropolitan Division",34007,NJ,Camden,County
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",15804,"Camden, NJ Metropolitan Division",34015,NJ,Gloucester,County
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",48864,"Wilmington, DE-MD-NJ Metropolitan Division",34033,NJ,Salem,County
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",37964,"Philadelphia, PA Metropolitan Division",42017,PA,Bucks,County
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",37964,"Philadelphia, PA Metropolitan Division",42029,PA,Chester,County
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",37964,"Philadelphia, PA Metropolitan Division",42045,PA,Delaware,County
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",37964,"Philadelphia, PA Metropolitan Division",42091,PA,Montgomery,County
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",37964,"Philadelphia, PA Metropolitan Division",42101,PA,Philadelphia,County
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",15804,"Camden, NJ Metropolitan Division",,,,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",37964,"Philadelphia, PA Metropolitan Division",,,,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",48864,"Wilmington, DE-MD-NJ Metropolitan Division",,,,
38060,"Phoenix-Mesa-Glendale, AZ MSA",,,4013,AZ,Maricopa,County
38060,"Phoenix-Mesa-Glendale, AZ MSA",,,4021,AZ,Pinal,County
38220,"Pine Bluff, AR MSA",,,5025,AR,Cleveland,County
38220,"Pine Bluff, AR MSA",,,5069,AR,Jefferson,County
38220,"Pine Bluff, AR MSA",,,5079,AR,Lincoln,County
38300,"Pittsburgh, PA MSA",,,42003,PA,Allegheny,County
38300,"Pittsburgh, PA MSA",,,42005,PA,Armstrong,County
38300,"Pittsburgh, PA MSA",,,42007,PA,Beaver,County
38300,"Pittsburgh, PA MSA",,,42019,PA,Butler,County
38300,"Pittsburgh, PA MSA",,,42051,PA,Fayette,County
38300,"Pittsburgh, PA MSA",,,42125,PA,Washington,County
38300,"Pittsburgh, PA MSA",,,42129,PA,Westmoreland,County
38340,"Pittsfield, MA MSA",,,25003,MA,Berkshire,County
38540,"Pocatello, ID MSA",,,16005,ID,Bannock,County
38540,"Pocatello, ID MSA",,,16077,ID,Power,County
38660,"Ponce, PR MSA",,,72075,PR,Juana Díaz ,Municipio
38660,"Ponce, PR MSA",,,72113,PR,Ponce ,Municipio
38660,"Ponce, PR MSA",,,72149,PR,Villalba ,Municipio
38860,"Portland-South Portland-Biddeford, ME MSA",,,23005,ME,Cumberland,County
38860,"Portland-South Portland-Biddeford, ME MSA",,,23023,ME,Sagadahoc,County
38860,"Portland-South Portland-Biddeford, ME MSA",,,23031,ME,York,County
38900,"Portland-Vancouver-Hillsboro, OR-WA MSA",,,41005,OR,Clackamas,County
38900,"Portland-Vancouver-Hillsboro, OR-WA MSA",,,41009,OR,Columbia,County
38900,"Portland-Vancouver-Hillsboro, OR-WA MSA",,,41051,OR,Multnomah,County
38900,"Portland-Vancouver-Hillsboro, OR-WA MSA",,,41067,OR,Washington,County
38900,"Portland-Vancouver-Hillsboro, OR-WA MSA",,,41071,OR,Yamhill,County
38900,"Portland-Vancouver-Hillsboro, OR-WA MSA",,,53011,WA,Clark,County
38900,"Portland-Vancouver-Hillsboro, OR-WA MSA",,,53059,WA,Skamania,County
38940,"Port St. Lucie, FL MSA",,,12085,FL,Martin,County
38940,"Port St. Lucie, FL MSA",,,12111,FL,St. Lucie,County
39100,"Poughkeepsie-Newburgh-Middletown, NY MSA",,,36027,NY,Dutchess,County
39100,"Poughkeepsie-Newburgh-Middletown, NY MSA",,,36071,NY,Orange,County
39140,"Prescott, AZ MSA",,,4025,AZ,Yavapai,County
39300,"Providence-New Bedford-Fall River, RI-MA MSA",,,25005,MA,Bristol,County
39300,"Providence-New Bedford-Fall River, RI-MA MSA",,,44001,RI,Bristol,County
39300,"Providence-New Bedford-Fall River, RI-MA MSA",,,44003,RI,Kent,County
39300,"Providence-New Bedford-Fall River, RI-MA MSA",,,44005,RI,Newport,County
39300,"Providence-New Bedford-Fall River, RI-MA MSA",,,44007,RI,Providence,County
39300,"Providence-New Bedford-Fall River, RI-MA MSA",,,44009,RI,Washington,County
39340,"Provo-Orem, UT MSA",,,49023,UT,Juab,County
39340,"Provo-Orem, UT MSA",,,49049,UT,Utah,County
39380,"Pueblo, CO MSA",,,8101,CO,Pueblo,County
39460,"Punta Gorda, FL MSA",,,12015,FL,Charlotte,County
39540,"Racine, WI MSA",,,55101,WI,Racine,County
39580,"Raleigh-Cary, NC MSA",,,37069,NC,Franklin,County
39580,"Raleigh-Cary, NC MSA",,,37101,NC,Johnston,County
39580,"Raleigh-Cary, NC MSA",,,37183,NC,Wake,County
39660,"Rapid City, SD MSA",,,46093,SD,Meade,County
39660,"Rapid City, SD MSA",,,46103,SD,Pennington,County
39740,"Reading, PA MSA",,,42011,PA,Berks,County
39820,"Redding, CA MSA",,,6089,CA,Shasta,County
39900,"Reno-Sparks, NV MSA",,,32029,NV,Storey,County
39900,"Reno-Sparks, NV MSA",,,32031,NV,Washoe,County
40060,"Richmond, VA MSA",,,51007,VA,Amelia,County
40060,"Richmond, VA MSA",,,51033,VA,Caroline,County
40060,"Richmond, VA MSA",,,51036,VA,Charles City,County
40060,"Richmond, VA MSA",,,51041,VA,Chesterfield,County
40060,"Richmond, VA MSA",,,51049,VA,Cumberland,County
40060,"Richmond, VA MSA",,,51053,VA,Dinwiddie,County
40060,"Richmond, VA MSA",,,51075,VA,Goochland,County
40060,"Richmond, VA MSA",,,51085,VA,Hanover,County
40060,"Richmond, VA MSA",,,51087,VA,Henrico,County
40060,"Richmond, VA MSA",,,51097,VA,King and Queen,County
40060,"Richmond, VA MSA",,,51101,VA,King William,County
40060,"Richmond, VA MSA",,,51109,VA,Louisa,County
40060,"Richmond, VA MSA",,,51127,VA,New Kent,County
40060,"Richmond, VA MSA",,,51145,VA,Powhatan,County
40060,"Richmond, VA MSA",,,51149,VA,Prince George,County
40060,"Richmond, VA MSA",,,51183,VA,Sussex,County
40060,"Richmond, VA MSA",,,51570,VA,Colonial Heights ,City
40060,"Richmond, VA MSA",,,51670,VA,Hopewell ,City
40060,"Richmond, VA MSA",,,51730,VA,Petersburg ,City
40060,"Richmond, VA MSA",,,51760,VA,Richmond ,City
40140,"Riverside-San Bernardino-Ontario, CA MSA",,,6065,CA,Riverside,County
40140,"Riverside-San Bernardino-Ontario, CA MSA",,,6071,CA,San Bernardino,County
40220,"Roanoke, VA MSA",,,51023,VA,Botetourt,County
40220,"Roanoke, VA MSA",,,51045,VA,Craig,County
40220,"Roanoke, VA MSA",,,51067,VA,Franklin,County
40220,"Roanoke, VA MSA",,,51161,VA,Roanoke,County
40220,"Roanoke, VA MSA",,,51770,VA,Roanoke ,City
40220,"Roanoke, VA MSA",,,51775,VA,Salem ,City
40340,"Rochester, MN MSA",,,27039,MN,Dodge,County
40340,"Rochester, MN MSA",,,27109,MN,Olmsted,County
40340,"Rochester, MN MSA",,,27157,MN,Wabasha,County
40380,"Rochester, NY MSA",,,36051,NY,Livingston,County
40380,"Rochester, NY MSA",,,36055,NY,Monroe,County
40380,"Rochester, NY MSA",,,36069,NY,Ontario,County
40380,"Rochester, NY MSA",,,36073,NY,Orleans,County
40380,"Rochester, NY MSA",,,36117,NY,Wayne,County
40420,"Rockford, IL MSA",,,17007,IL,Boone,County
40420,"Rockford, IL MSA",,,17201,IL,Winnebago,County
40580,"Rocky Mount, NC MSA",,,37065,NC,Edgecombe,County
40580,"Rocky Mount, NC MSA",,,37127,NC,Nash,County
40660,"Rome, GA MSA",,,13115,GA,Floyd,County
40900,"Sacramento--Arden-Arcade--Roseville, CA MSA",,,6017,CA,El Dorado,County
40900,"Sacramento--Arden-Arcade--Roseville, CA MSA",,,6061,CA,Placer,County
40900,"Sacramento--Arden-Arcade--Roseville, CA MSA",,,6067,CA,Sacramento,County
40900,"Sacramento--Arden-Arcade--Roseville, CA MSA",,,6113,CA,Yolo,County
40980,"Saginaw-Saginaw Township North, MI MSA",,,26145,MI,Saginaw,County
41060,"St. Cloud, MN MSA",,,27009,MN,Benton,County
41060,"St. Cloud, MN MSA",,,27145,MN,Stearns,County
41100,"St. George, UT MSA",,,49053,UT,Washington,County
41140,"St. Joseph, MO-KS MSA",,,20043,KS,Doniphan,County
41140,"St. Joseph, MO-KS MSA",,,29003,MO,Andrew,County
41140,"St. Joseph, MO-KS MSA",,,29021,MO,Buchanan,County
41140,"St. Joseph, MO-KS MSA",,,29063,MO,DeKalb,County
41180,"St. Louis, MO-IL MSA",,,17005,IL,Bond,County
41180,"St. Louis, MO-IL MSA",,,17013,IL,Calhoun,County
41180,"St. Louis, MO-IL MSA",,,17027,IL,Clinton,County
41180,"St. Louis, MO-IL MSA",,,17083,IL,Jersey,County
41180,"St. Louis, MO-IL MSA",,,17117,IL,Macoupin,County
41180,"St. Louis, MO-IL MSA",,,17119,IL,Madison,County
41180,"St. Louis, MO-IL MSA",,,17133,IL,Monroe,County
41180,"St. Louis, MO-IL MSA",,,17163,IL,St. Clair,County
41180,"St. Louis, MO-IL MSA",,,29055,MO,Crawford,County
41180,"St. Louis, MO-IL MSA",,,29071,MO,Franklin,County
41180,"St. Louis, MO-IL MSA",,,29099,MO,Jefferson,County
41180,"St. Louis, MO-IL MSA",,,29113,MO,Lincoln,County
41180,"St. Louis, MO-IL MSA",,,29183,MO,St. Charles,County
41180,"St. Louis, MO-IL MSA",,,29189,MO,St. Louis,County
41180,"St. Louis, MO-IL MSA",,,29219,MO,Warren,County
41180,"St. Louis, MO-IL MSA",,,29221,MO,Washington,County
41180,"St. Louis, MO-IL MSA",,,29510,MO,St. Louis ,City
41420,"Salem, OR MSA",,,41047,OR,Marion,County
41420,"Salem, OR MSA",,,41053,OR,Polk,County
41500,"Salinas, CA MSA",,,6053,CA,Monterey,County
41540,"Salisbury, MD MSA",,,24039,MD,Somerset,County
41540,"Salisbury, MD MSA",,,24045,MD,Wicomico,County
41620,"Salt Lake City, UT MSA",,,49035,UT,Salt Lake,County
41620,"Salt Lake City, UT MSA",,,49043,UT,Summit,County
41620,"Salt Lake City, UT MSA",,,49045,UT,Tooele,County
41660,"San Angelo, TX MSA",,,48235,TX,Irion,County
41660,"San Angelo, TX MSA",,,48451,TX,Tom Green,County
41700,"San Antonio-New Braunfels, TX MSA",,,48013,TX,Atascosa,County
41700,"San Antonio-New Braunfels, TX MSA",,,48019,TX,Bandera,County
41700,"San Antonio-New Braunfels, TX MSA",,,48029,TX,Bexar,County
41700,"San Antonio-New Braunfels, TX MSA",,,48091,TX,Comal,County
41700,"San Antonio-New Braunfels, TX MSA",,,48187,TX,Guadalupe,County
41700,"San Antonio-New Braunfels, TX MSA",,,48259,TX,Kendall,County
41700,"San Antonio-New Braunfels, TX MSA",,,48325,TX,Medina,County
41700,"San Antonio-New Braunfels, TX MSA",,,48493,TX,Wilson,County
41740,"San Diego-Carlsbad-San Marcos, CA MSA",,,6073,CA,San Diego,County
41780,"Sandusky, OH MSA",,,39043,OH,Erie,County
41860,"San Francisco-Oakland-Fremont, CA MSA",36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",6001,CA,Alameda,County
41860,"San Francisco-Oakland-Fremont, CA MSA",36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",6013,CA,Contra Costa,County
41860,"San Francisco-Oakland-Fremont, CA MSA",41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",6041,CA,Marin,County
41860,"San Francisco-Oakland-Fremont, CA MSA",41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",6075,CA,San Francisco,County
41860,"San Francisco-Oakland-Fremont, CA MSA",41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",6081,CA,San Mateo,County
41860,"San Francisco-Oakland-Fremont, CA MSA",36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",,,,
41860,"San Francisco-Oakland-Fremont, CA MSA",41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",,,,
41900,"San Germán-Cabo Rojo, PR MSA",,,72023,PR,Cabo Rojo ,Municipio
41900,"San Germán-Cabo Rojo, PR MSA",,,72079,PR,Lajas ,Municipio
41900,"San Germán-Cabo Rojo, PR MSA",,,72121,PR,Sabana Grande ,Municipio
41900,"San Germán-Cabo Rojo, PR MSA",,,72125,PR,San Germán ,Municipio
41940,"San Jose-Sunnyvale-Santa Clara, CA MSA",,,6069,CA,San Benito,County
41940,"San Jose-Sunnyvale-Santa Clara, CA MSA",,,6085,CA,Santa Clara,County
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72007,PR,Aguas Buenas ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72009,PR,Aibonito ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72013,PR,Arecibo ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72017,PR,Barceloneta ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72019,PR,Barranquitas ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72021,PR,Bayamón ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72025,PR,Caguas ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72027,PR,Camuy ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72029,PR,Canóvanas ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72031,PR,Carolina ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72033,PR,Cataño ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72035,PR,Cayey ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72039,PR,Ciales ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72041,PR,Cidra ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72045,PR,Comerío ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72047,PR,Corozal ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72051,PR,Dorado ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72054,PR,Florida ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72061,PR,Guaynabo ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72063,PR,Gurabo ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72065,PR,Hatillo ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72069,PR,Humacao ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72077,PR,Juncos ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72085,PR,Las Piedras ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72087,PR,Loíza ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72091,PR,Manatí ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72095,PR,Maunabo ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72101,PR,Morovis ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72103,PR,Naguabo ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72105,PR,Naranjito ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72107,PR,Orocovis ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72115,PR,Quebradillas ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72119,PR,Río Grande ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72127,PR,San Juan ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72129,PR,San Lorenzo ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72135,PR,Toa Alta ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72137,PR,Toa Baja ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72139,PR,Trujillo Alto ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72143,PR,Vega Alta ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72145,PR,Vega Baja ,Municipio
41980,"San Juan-Caguas-Guaynabo, PR MSA",,,72151,PR,Yabucoa ,Municipio
42020,"San Luis Obispo-Paso Robles, CA MSA",,,6079,CA,San Luis Obispo,County
42060,"Santa Barbara-Santa Maria-Goleta, CA MSA",,,6083,CA,Santa Barbara,County
42100,"Santa Cruz-Watsonville, CA MSA",,,6087,CA,Santa Cruz,County
42140,"Santa Fe, NM MSA",,,35049,NM,Santa Fe,County
42220,"Santa Rosa-Petaluma, CA MSA",,,6097,CA,Sonoma,County
42340,"Savannah, GA MSA",,,13029,GA,Bryan,County
42340,"Savannah, GA MSA",,,13051,GA,Chatham,County
42340,"Savannah, GA MSA",,,13103,GA,Effingham,County
42540,"Scranton--Wilkes-Barre, PA MSA",,,42069,PA,Lackawanna,County
42540,"Scranton--Wilkes-Barre, PA MSA",,,42079,PA,Luzerne,County
42540,"Scranton--Wilkes-Barre, PA MSA",,,42131,PA,Wyoming,County
42660,"Seattle-Tacoma-Bellevue, WA MSA",42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",53033,WA,King,County
42660,"Seattle-Tacoma-Bellevue, WA MSA",45104,"Tacoma, WA Metropolitan Division",53053,WA,Pierce,County
42660,"Seattle-Tacoma-Bellevue, WA MSA",42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",53061,WA,Snohomish,County
42660,"Seattle-Tacoma-Bellevue, WA MSA",42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",,,,
42660,"Seattle-Tacoma-Bellevue, WA MSA",45104,"Tacoma, WA Metropolitan Division",,,,
42680,"Sebastian-Vero Beach, FL MSA",,,12061,FL,Indian River,County
43100,"Sheboygan, WI MSA",,,55117,WI,Sheboygan,County
43300,"Sherman-Denison, TX MSA",,,48181,TX,Grayson,County
43340,"Shreveport-Bossier City, LA MSA",,,22015,LA,Bossier Parish,Parish
43340,"Shreveport-Bossier City, LA MSA",,,22017,LA,Caddo Parish,Parish
43340,"Shreveport-Bossier City, LA MSA",,,22031,LA,De Soto Parish,Parish
43580,"Sioux City, IA-NE-SD MSA",,,19193,IA,Woodbury,County
43580,"Sioux City, IA-NE-SD MSA",,,31043,NE,Dakota,County
43580,"Sioux City, IA-NE-SD MSA",,,31051,NE,Dixon,County
43580,"Sioux City, IA-NE-SD MSA",,,46127,SD,Union,County
